Year,Division,Position,Name
1993,Lightweights,10,Leavander Johnson
1993,Junior Lightweights,1,Azumah Nelson
1993,Junior Lightweights,2,Genaro Hernandez
1993,Junior Lightweights,3,John John Molina
1993,Junior Lightweights,4,Calvin Grove
1993,Junior Lightweights,5,Gabriel Ruelas
1993,Junior Lightweights,6,Oscar De La Hoya
1993,Junior Lightweights,7,Jimmi Bredahl
1993,Junior Lightweights,8,Victor Hugo Paz
1993,Junior Lightweights,9,Regilio Tuur
1993,Junior Lightweights,10,Marcos Guevara
1993,Featherweights,1,Kevin Kelley
1993,Featherweights,2,Tom Johnson
1993,Featherweights,3,Eloy Rojas
1993,Featherweights,4,Goyo Vargas
1993,Featherweights,5,Yong-Kyun Park
1993,Featherweights,6,Jesse James Leija
1993,Featherweights,7,Paul Hodkinson
1993,Featherweights,8,Alejandro Gonzalez
1993,Featherweights,9,Steve Robinson
1993,Featherweights,10,Francisco Segura
1993,Junior Featherweights,1,Kennedy McKinney
1993,Junior Featherweights,2,Tracy Harris Patterson
1993,Junior Featherweights,3,Wilfredo Vazquez
1993,Junior Featherweights,4,Welcome Ncita
1993,Junior Featherweights,5,Julio Gervacio
1993,Junior Featherweights,6,Jesse Benavides
1993,Junior Featherweights,7,Jesus Salud
1993,Junior Featherweights,8,Cesar Soto
1993,Junior Featherweights,9,Yuichi Kasai
1993,Junior Featherweights,10,Duke McKenzie
1993,Bantamweights,1,Orlando Canizales
1993,Bantamweights,2,Junior Jones
1993,Bantamweights,3,Yasuei Yakushiji
1993,Bantamweights,4,Jorge Eliecer Julio
1993,Bantamweights,5,Jung-Il Byun
1993,Bantamweights,6,Rafael Del Valle
1993,Bantamweights,7,Victor Rabanales
1993,Bantamweights,8,Vincenzo Belcastro
1993,Bantamweights,9,Gerardo Martinez
1993,Bantamweights,10,Daorung Chuvatana
1993,Junior Bantamweights,1,Katsuya Onizuka
1993,Junior Bantamweights,2,Julio Cesar Borboa
1993,Junior Bantamweights,3,Jose Luis Bueno
1993,Junior Bantamweights,4,Marco Antonio Barrera
1993,Junior Bantamweights,5,Sung-Kil Moon
1993,Junior Bantamweights,6,Robert Quiroga
1993,Junior Bantamweights,7,Johnny Bredahl
1993,Junior Bantamweights,8,Khaoyai Mahasarakam
1993,Junior Bantamweights,9,Carlos Gabriel Salazar
1993,Junior Bantamweights,10,Kotaro Hayashi
1993,Flyweights,1,Yuri Arbachakov
1993,Flyweights,2,David Griman
1993,Flyweights,3,Pichit Sithbanprachan
1993,Flyweights,4,Ysaias Zamudio
1993,Flyweights,5,Jose Luis Zepeda
1993,Flyweights,6,Mark Johnson
1993,Flyweights,7,Scotty Olson
1993,Flyweights,8,Saen Sor Ploenchit
1993,Flyweights,9,Robbie Regan
1993,Flyweights,10,Danny Romero
1993,Junior Flyweights,1,Michael Carbajal
1993,Junior Flyweights,2,Humberto Gonzalez
1993,Junior Flyweights,3,Leo Gamez
1993,Junior Flyweights,4,Leon Salazar
1993,Junior Flyweights,5,Melchor Cob Castro
1993,Junior Flyweights,6,Jose De Jesus
1993,Junior Flyweights,7,Jesus Chong
1993,Junior Flyweights,8,Juan Antonio Torres
1993,Junior Flyweights,9,Robinson Cuesta
1993,Junior Flyweights,10,Eric Griffin
1994,Pound For Pound,1,Pernell Whitaker
1994,Pound For Pound,2,Roy Jones Jr.
1994,Pound For Pound,3,Orlando Canizales
1994,Pound For Pound,4,Ricardo Lopez
1994,Pound For Pound,5,Humberto Gonzalez
1994,Pound For Pound,6,Frankie Randall
1994,Pound For Pound,7,Felix Trinidad
1994,Pound For Pound,8,Gerald McClellan
1994,Pound For Pound,9,Miguel Angel Gonzalez
1994,Pound For Pound,10,Kevin Kelley
1994,Heavyweights,1,George Foreman
1994,Heavyweights,2,Oliver McCall
1994,Heavyweights,3,Riddick Bowe
1994,Heavyweights,4,Michael Moorer
1994,Heavyweights,5,Lennox Lewis
1994,Heavyweights,6,Herbie Hide
1994,Heavyweights,7,Larry Holmes
1994,Heavyweights,8,Henry Akinwande
1994,Heavyweights,9,Jorge Luis Gonzalez
1994,Heavyweights,10,Lionel Butler
1994,Cruiserweight,1,Orlin Norris
1994,Cruiserweight,2,Alfred Cole
1994,Cruiserweight,3,Anaclet Wamba
1994,Cruiserweight,4,Adolpho Washington
1994,Cruiserweight,5,Sergei Kobozev
1994,Cruiserweight,6,Dariusz Michalczewski
1994,Cruiserweight,7,Carl Thompson
1994,Cruiserweight,8,Arthur Williams
1994,Cruiserweight,9,Norbert Ekassi
1994,Cruiserweight,10,Kenny Keene
1994,Light Heavyweights,1,Virgil Hill
1994,Light Heavyweights,2,Mike McCallum
1994,Light Heavyweights,3,Henry Maske
1994,Light Heavyweights,4,James Toney
1994,Light Heavyweights,5,Charles Williams
1994,Light Heavyweights,6,Fabrice Tiozzo
1994,Light Heavyweights,7,Egerton Marcus
1994,Light Heavyweights,8,Frank Tate
1994,Light Heavyweights,9,Montell Griffin
1994,Light Heavyweights,10,Jeff Harding
1994,Super Middleweights,1,Roy Jones Jr.
1994,Super Middleweights,2,Nigel Benn
1994,Super Middleweights,3,Chris Eubank
1994,Super Middleweights,4,Frankie Liles
1994,Super Middleweights,5,Vinny Pazienza
1994,Super Middleweights,6,Tim Littles
1994,Super Middleweights,7,Michael Nunn
1994,Super Middleweights,8,Ray Close
1994,Super Middleweights,9,Graciano Rocchigiani
1994,Super Middleweights,10,Antoine Byrd
1994,Middleweights,1,Gerald McClellan
1994,Middleweights,2,Jorge Fernando Castro
1994,Middleweights,3,Bernard Hopkins
1994,Middleweights,4,John David Jackson
1994,Middleweights,5,Reggie Johnson
1994,Middleweights,6,Quincy Taylor
1994,Middleweights,7,Segundo Mercado
1994,Middleweights,8,Steve Collins
1994,Middleweights,9,Joe Lipsey
1994,Middleweights,10,Agostino Cardamone
1994,Junior Middleweights,1,Julio Cesar Vasquez
1994,Junior Middleweights,2,Terry Norris
1994,Junior Middleweights,3,Vincent Pettway
1994,Junior Middleweights,4,Verno Phillips
1994,Junior Middleweights,5,Gianfranco Rosi
1994,Junior Middleweights,6,Julio Cesar Green
1994,Junior Middleweights,7,Simon Brown
1994,Junior Middleweights,8,Carl Daniels
1994,Junior Middleweights,9,Javier Castillejo
1994,Junior Middleweights,10,Raul Marquez
1994,Welterweights,1,Pernell Whitaker
1994,Welterweights,2,Felix Trinidad
1994,Welterweights,3,Ike Quartey
1994,Welterweights,4,James (Buddy) McGirt
1994,Welterweights,5,Crisanto Espana
1994,Welterweights,6,Yory Boy Campas
1994,Welterweights,7,Wilfredo Rivera
1994,Welterweights,8,Oba Carr
1994,Welterweights,9,Derrell Coley
1994,Welterweights,10,Eamonn Loughran
1994,Junior Welterweights,1,Frankie Randall
1994,Junior Welterweights,2,Julio Cesar Chavez
1994,Junior Welterweights,3,Jake Rodriguez
1994,Junior Welterweights,4,Kostya Tszyu
1994,Junior Welterweights,5,Juan Martin Coggi
1994,Junior Welterweights,6,David Kamau
1994,Junior Welterweights,7,Giovanni Parisi
1994,Junior Welterweights,8,Ray Oliveira
1994,Junior Welterweights,9,Darryl Tyson
1994,Junior Welterweights,10,Jan Piet Bergman
1994,Lightweights,1,Miguel Angel Gonzalez
1994,Lightweights,2,Rafael Ruelas
1994,Lightweights,3,Orzubek Nazarov
1994,Lightweights,4,Oscar De La Hoya
1994,Lightweights,5,Miguel Julio
1994,Lightweights,6,Leavander Johnson
1994,Lightweights,7,Shane Mosley
1994,Lightweights,8,Stevie Johnston
1994,Lightweights,9,Billy Schwer
1994,Lightweights,10,Ivan Robinson
1994,Junior Lightweights,1,John John Molina
1994,Junior Lightweights,2,Gabriel Ruelas
1994,Junior Lightweights,3,Genaro Hernandez
1994,Junior Lightweights,4,Jesse James Leija
1994,Junior Lightweights,5,Azumah Nelson
1994,Junior Lightweights,6,Freddie Liberatore
1994,Junior Lightweights,7,Regilio Tuur
1994,Junior Lightweights,8,Arturo Gatti
1994,Junior Lightweights,9,Victor Hugo Paz
1994,Junior Lightweights,10,Eddie Hopson
1994,Featherweights,1,Kevin Kelley
1994,Featherweights,2,Tom Johnson
1994,Featherweights,3,Steve Robinson
1994,Featherweights,4,Eloy Rojas
1994,Featherweights,5,Yong-Kyun Park
1994,Featherweights,6,Alejandro Gonzalez
1994,Featherweights,7,Tracy Harris Patterson
1994,Featherweights,8,Ever Beleno
1994,Featherweights,9,Orlando Soto
1994,Featherweights,10,Manuel Medina
1994,Junior Featherweights,1,Vuyani Bungu
1994,Junior Featherweights,2,Wilfredo Vazquez
1994,Junior Featherweights,3,Hector Acero-Sanchez
1994,Junior Featherweights,4,Julio Gervacio
1994,Junior Featherweights,5,Kennedy McKinney
1994,Junior Featherweights,6,Welcome Ncita
1994,Junior Featherweights,7,Marco Antonio Barrera
1994,Junior Featherweights,8,Jesus Salud
1994,Junior Featherweights,9,Juan Polo-Perez
1994,Junior Featherweights,10,Eddie Croft
1994,Bantamweights,1,Orlando Canizales
1994,Bantamweights,2,Yasuei Yakushiji
1994,Bantamweights,3,Daorung Chuvatana
1994,Bantamweights,4,Wayne McCullough
1994,Bantamweights,5,Naseem Hamed
1994,Bantamweights,6,Jorge Eliecer Julio
1994,Bantamweights,7,Sergio Reyes
1994,Bantamweights,8,Alfred Kotey
1994,Bantamweights,9,Nana Konadu
1994,Bantamweights,10,Harold Mestre
1994,Junior Bantamweights,1,Harold Grey
1994,Junior Bantamweights,2,Hiroshi Kawashima
1994,Junior Bantamweights,3,Johnny Tapia
1994,Junior Bantamweights,4,Danny Romero
1994,Junior Bantamweights,5,Hyung Chul Lee
1994,Junior Bantamweights,6,Julio Cesar Borboa
1994,Junior Bantamweights,7,Khaoyai Mahasarakam
1994,Junior Bantamweights,8,Katsuya Onizuka
1994,Junior Bantamweights,9,Cecilio Espino
1994,Junior Bantamweights,10,David Griman
1994,Flyweights,1,Yuri Arbachakov
1994,Flyweights,2,Saen Sor Ploenchit
1994,Flyweights,3,Mark Johnson
1994,Flyweights,4,Miguel Martinez
1994,Flyweights,5,Jose Luis Zepeda
1994,Flyweights,6,Ysaias Zamudio
1994,Flyweights,7,Jacob Matlala
1994,Flyweights,8,Alberto Jimenez
1994,Flyweights,9,Robbie Regan
1994,Flyweights,10,Chatchai Elite-Gym
1994,Junior Flyweights,1,Humberto Gonzalez
1994,Junior Flyweights,2,Michael Carbajal
1994,Junior Flyweights,3,Leo Gamez
1994,Junior Flyweights,4,Melchor Cob Castro
1994,Junior Flyweights,5,Carlos Murillo
1994,Junior Flyweights,6,Jesus Chong
1994,Junior Flyweights,7,Jose De Jesus
1994,Junior Flyweights,8,Eric Griffin
1994,Junior Flyweights,9,Robinson Cuesta
1994,Junior Flyweights,10,Hadao CP Gym
1995,Pound For Pound,1,Pernell Whitaker
1995,Pound For Pound,2,Roy Jones Jr.
1995,Pound For Pound,3,Ricardo Lopez
1995,Pound For Pound,4,Oscar De La Hoya
1995,Pound For Pound,5,Felix Trinidad
1995,Pound For Pound,6,Yuri Arbachakov
1995,Pound For Pound,7,Kostya Tszyu
1995,Pound For Pound,8,Riddick Bowe
1995,Pound For Pound,9,Marco Antonio Barrera
1995,Pound For Pound,10,Terry Norris
1995,Heavyweights,1,Riddick Bowe
1995,Heavyweights,2,Lennox Lewis
1995,Heavyweights,3,Mike Tyson
1995,Heavyweights,4,Michael Moorer
1995,Heavyweights,5,Evander Holyfield
1995,Heavyweights,6,Bruce Seldon
1995,Heavyweights,7,Frank Bruno
1995,Heavyweights,8,George Foreman
1995,Heavyweights,9,Alexander Zolkin
1995,Heavyweights,10,Henry Akinwande
1995,Cruiserweight,1,Alfred Cole
1995,Cruiserweight,2,Nate Miller
1995,Cruiserweight,3,Adolpho Washington
1995,Cruiserweight,4,Anaclet Wamba
1995,Cruiserweight,5,Marcelo Fabian Dominguez
1995,Cruiserweight,6,Sergei Kobozev
1995,Cruiserweight,7,James Toney
1995,Cruiserweight,8,Torsten May
1995,Cruiserweight,9,Thomas Hearns
1995,Cruiserweight,10,Kenny Keene
1995,Light Heavyweights,1,Henry Maske
1995,Light Heavyweights,2,Virgil Hill
1995,Light Heavyweights,3,Fabrice Tiozzo
1995,Light Heavyweights,4,Montell Griffin
1995,Light Heavyweights,5,Merqui Sosa
1995,Light Heavyweights,6,Mike McCallum
1995,Light Heavyweights,7,Dariusz Michalczewski
1995,Light Heavyweights,8,Frank Tate
1995,Light Heavyweights,9,William Guthrie
1995,Light Heavyweights,10,Lou Del Valle
1995,Super Middleweights,1,Roy Jones Jr.
1995,Super Middleweights,2,Nigel Benn
1995,Super Middleweights,3,Steve Collins
1995,Super Middleweights,4,Frankie Liles
1995,Super Middleweights,5,Tim Littles
1995,Super Middleweights,6,Vinny Pazienza
1995,Super Middleweights,7,Bryant Brannon
1995,Super Middleweights,8,Henry Wharton
1995,Super Middleweights,9,Michael Nunn
1995,Super Middleweights,10,Ray Close
1995,Middleweights,1,Quincy Taylor
1995,Middleweights,2,Bernard Hopkins
1995,Middleweights,3,Shinji Takehara
1995,Middleweights,4,Jorge Fernando Castro
1995,Middleweights,5,John David Jackson
1995,Middleweights,6,Reggie Johnson
1995,Middleweights,7,Joe Lipsey
1995,Middleweights,8,Dana Rosenblatt
1995,Middleweights,9,Lonnie Bradley
1995,Middleweights,10,Julian Jackson
1995,Junior Middleweights,1,Terry Norris
1995,Junior Middleweights,2,Julio Cesar Vasquez
1995,Junior Middleweights,3,Bronco McKart
1995,Junior Middleweights,4,Carl Daniels
1995,Junior Middleweights,5,Vincent Pettway
1995,Junior Middleweights,6,Yory Boy Campas
1995,Junior Middleweights,7,Andrew Council
1995,Junior Middleweights,8,Laurent Boudouani
1995,Junior Middleweights,9,Ronald (Winky) Wright
1995,Junior Middleweights,10,Keith Holmes
1995,Welterweights,1,Pernell Whitaker
1995,Welterweights,2,Felix Trinidad
1995,Welterweights,3,Ike Quartey
1995,Welterweights,4,Oba Carr
1995,Welterweights,5,Crisanto Espana
1995,Welterweights,6,Derrell Coley
1995,Welterweights,7,Wilfredo Rivera
1995,Welterweights,8,Vince Phillips
1995,Welterweights,9,Eamonn Loughran
1995,Welterweights,10,Hector Camacho
1995,Junior Welterweights,1,Kostya Tszyu
1995,Junior Welterweights,2,Frankie Randall
1995,Junior Welterweights,3,Julio Cesar Chavez
1995,Junior Welterweights,4,Freddie Pendleton
1995,Junior Welterweights,5,Juan Martin Coggi
1995,Junior Welterweights,6,Sammy Fuentes
1995,Junior Welterweights,7,Charles Murray
1995,Junior Welterweights,8,Jake Rodriguez
1995,Junior Welterweights,9,Jan Piet Bergman
1995,Junior Welterweights,10,Khalid Rahilou
1995,Lightweights,1,Oscar De La Hoya
1995,Lightweights,2,Miguel Angel Gonzalez
1995,Lightweights,3,Orzubek Nazarov
1995,Lightweights,4,Stevie Johnston
1995,Lightweights,5,George Scott
1995,Lightweights,6,Philip Holiday
1995,Lightweights,7,Shane Mosley
1995,Lightweights,8,Leavander Johnson
1995,Lightweights,9,Lamar Murphy
1995,Lightweights,10,John John Molina
1995,Junior Lightweights,1,Azumah Nelson
1995,Junior Lightweights,2,Arturo Gatti
1995,Junior Lightweights,3,Genaro Hernandez
1995,Junior Lightweights,4,Tracy Harris Patterson
1995,Junior Lightweights,5,Gabriel Ruelas
1995,Junior Lightweights,6,Jesse James Leija
1995,Junior Lightweights,7,Regilio Tuur
1995,Junior Lightweights,8,Roberto Garcia
1995,Junior Lightweights,9,Yong Soo Choi
1995,Junior Lightweights,10,Jeff Fenech
1995,Featherweights,1,Tom Johnson
1995,Featherweights,2,Luisito Espinosa
1995,Featherweights,3,Manuel Medina
1995,Featherweights,4,Alejandro Gonzalez
1995,Featherweights,5,Naseem Hamed
1995,Featherweights,6,Eloy Rojas
1995,Featherweights,7,Ever Beleno
1995,Featherweights,8,Miguel Arrozal
1995,Featherweights,9,Derrick Gainer
1995,Featherweights,10,Steve Robinson
1995,Junior Featherweights,1,Marco Antonio Barrera
1995,Junior Featherweights,2,Vuyani Bungu
1995,Junior Featherweights,3,Kennedy McKinney
1995,Junior Featherweights,4,Antonio Cermeno
1995,Junior Featherweights,5,Daniel Zaragoza
1995,Junior Featherweights,6,Orlando Canizales
1995,Junior Featherweights,7,Welcome Ncita
1995,Junior Featherweights,8,Hector Acero-Sanchez
1995,Junior Featherweights,9,Erik Morales
1995,Junior Featherweights,10,Junior Jones
1995,Bantamweights,1,Wayne McCullough
1995,Bantamweights,2,Mbulelo Botile
1995,Bantamweights,3,Nana Konadu
1995,Bantamweights,4,Ancee Gedeon
1995,Bantamweights,5,Veeraphol Sahaprom
1995,Bantamweights,6,Jorge Eliecer Julio
1995,Bantamweights,7,Joichiro Tatsuyoshi
1995,Bantamweights,8,Daorung MP Petroleum
1995,Bantamweights,9,Paulie Ayala
1995,Bantamweights,10,Johnny Armour
1995,Junior Bantamweights,1,Hiroshi Kawashima
1995,Junior Bantamweights,2,Johnny Tapia
1995,Junior Bantamweights,3,Carlos Salazar
1995,Junior Bantamweights,4,Alimi Goitia
1995,Junior Bantamweights,5,Harold Grey
1995,Junior Bantamweights,6,Hyung Chul Lee
1995,Junior Bantamweights,7,David Griman
1995,Junior Bantamweights,8,Ricardo Vargas
1995,Junior Bantamweights,9,Arthur Johnson
1995,Junior Bantamweights,10,Gerry Penalosa
1995,Flyweights,1,Yuri Arbachakov
1995,Flyweights,2,Mark Johnson
1995,Flyweights,3,Saen Sor Ploenchit
1995,Flyweights,4,Danny Romero
1995,Flyweights,5,Alberto Jimenez
1995,Flyweights,6,Ysaias Zamudio
1995,Flyweights,7,Enrique Orozco
1995,Flyweights,8,Chatchai Elite-Gym
1995,Flyweights,9,Chokchai 3-K Battery
1995,Flyweights,10,Alejandro Felix Montiel
1995,Junior Flyweights,1,Saman Sorjaturong
1995,Junior Flyweights,2,Humberto Gonzalez
1995,Junior Flyweights,3,Michael Carbajal
1995,Junior Flyweights,4,Hi Yong Choi
1995,Junior Flyweights,5,Melchor Cob Castro
1995,Junior Flyweights,6,Carlos Murillo
1995,Junior Flyweights,7,Leo Gamez
1995,Junior Flyweights,8,Eric Griffin
1995,Junior Flyweights,9,Manuel Jesus Herrera
1995,Junior Flyweights,10,Shiro Yahiro
1996,Pound For Pound,1,Roy Jones Jr.
1996,Pound For Pound,2,Oscar De La Hoya
1996,Pound For Pound,3,Pernell Whitaker
1996,Pound For Pound,4,Felix Trinidad
1996,Pound For Pound,5,Ricardo Lopez
1996,Pound For Pound,6,Junior Jones
1996,Pound For Pound,7,Kostya Tszyu
1996,Pound For Pound,8,Terry Norris
1996,Pound For Pound,9,Evander Holyfield
1996,Pound For Pound,10,Mark Johnson
1996,Heavyweights,1,Evander Holyfield
1996,Heavyweights,2,Lennox Lewis
1996,Heavyweights,3,Mike Tyson
1996,Heavyweights,4,Michael Moorer
1996,Heavyweights,5,Andrew Golota
1996,Heavyweights,6,Ray Mercer
1996,Heavyweights,7,Henry Akinwande
1996,Heavyweights,8,David Tua
1996,Heavyweights,9,Riddick Bowe
1996,Heavyweights,10,Tim Witherspoon
1996,Cruiserweight,1,Nate Miller
1996,Cruiserweight,2,Adolpho Washington
1996,Cruiserweight,3,Marcelo Fabian Dominguez
1996,Cruiserweight,4,Fabrice Tiozzo
1996,Cruiserweight,5,Alexander Gurov
1996,Cruiserweight,6,Kenny Keene
1996,Cruiserweight,7,Carl Thompson
1996,Cruiserweight,8,David Izeqwire
1996,Cruiserweight,9,Torsten May
1996,Cruiserweight,10,Yosuke Nishijima
1996,Light Heavyweights,1,Virgil Hill
1996,Light Heavyweights,2,Roy Jones Jr.
1996,Light Heavyweights,3,Montell Griffin
1996,Light Heavyweights,4,Dariusz Michalczewski
1996,Light Heavyweights,5,James Toney
1996,Light Heavyweights,6,Merqui Sosa
1996,Light Heavyweights,7,Graciano Rocchigiani
1996,Light Heavyweights,8,William Guthrie
1996,Light Heavyweights,9,Mike McCallum
1996,Light Heavyweights,10,Frank Tate
1996,Super Middleweights,1,Roy Jones Jr.
1996,Super Middleweights,2,Frankie Liles
1996,Super Middleweights,3,Steve Collins
1996,Super Middleweights,4,Vinny Pazienza
1996,Super Middleweights,5,Robin Reid
1996,Super Middleweights,6,Henry Wharton
1996,Super Middleweights,7,Michael Nunn
1996,Super Middleweights,8,Vincenzo Nardiello
1996,Super Middleweights,9,Joseph Kiwanuka
1996,Super Middleweights,10,Thulani Malinga
1996,Middleweights,1,Bernard Hopkins
1996,Middleweights,2,Keith Holmes
1996,Middleweights,3,William Joppy
1996,Middleweights,4,Lonnie Bradley
1996,Middleweights,5,Jorge Fernando Castro
1996,Middleweights,6,Quincy Taylor
1996,Middleweights,7,Dana Rosenblatt
1996,Middleweights,8,Otis Grant
1996,Middleweights,9,John David Jackson
1996,Middleweights,10,Robert McCracken
1996,Junior Middleweights,1,Terry Norris
1996,Junior Middleweights,2,Laurent Boudouani
1996,Junior Middleweights,3,Julio Cesar Vasquez
1996,Junior Middleweights,4,Ronald (Winky) Wright
1996,Junior Middleweights,5,Carl Daniels
1996,Junior Middleweights,6,Bronco McKart
1996,Junior Middleweights,7,Hector Camacho
1996,Junior Middleweights,8,Raul Marquez
1996,Junior Middleweights,9,Emmett Linton
1996,Junior Middleweights,10,Anthony Stephens
1996,Welterweights,1,Pernell Whitaker
1996,Welterweights,2,Felix Trinidad
1996,Welterweights,3,Ike Quartey
1996,Welterweights,4,Jose Luis Lopez
1996,Welterweights,5,Oba Carr
1996,Welterweights,6,Patrick Charpentier
1996,Welterweights,7,Wilfredo Rivera
1996,Welterweights,8,Yory Boy Campas
1996,Welterweights,9,Pat Coleman
1996,Welterweights,10,Jose Luis Navarro
1996,Junior Welterweights,1,Oscar De La Hoya
1996,Junior Welterweights,2,Kostya Tszyu
1996,Junior Welterweights,3,Frankie Randall
1996,Junior Welterweights,4,Julio Cesar Chavez
1996,Junior Welterweights,5,Miguel Angel Gonzalez
1996,Junior Welterweights,6,Charles Murray
1996,Junior Welterweights,7,Khalid Rahilou
1996,Junior Welterweights,8,Rafael Ruelas
1996,Junior Welterweights,9,Freddie Pendleton
1996,Junior Welterweights,10,Sren Sondergaard
1996,Lightweights,1,Orzubek Nazarov
1996,Lightweights,2,Philip Holiday
1996,Lightweights,3,Stevie Johnston
1996,Lightweights,4,George Scott
1996,Lightweights,5,Jean-Baptiste Mendy
1996,Lightweights,6,Shane Mosley
1996,Lightweights,7,Leavander Johnson
1996,Lightweights,8,Ivan Robinson
1996,Lightweights,9,John John Molina
1996,Lightweights,10,Artur Grigorian
1996,Junior Lightweights,1,Azumah Nelson
1996,Junior Lightweights,2,Arturo Gatti
1996,Junior Lightweights,3,Genaro Hernandez
1996,Junior Lightweights,4,Tracy Harris Patterson
1996,Junior Lightweights,5,Regilio Tuur
1996,Junior Lightweights,6,Yong Soo Choi
